molecular_function	defined_class
http://purl.obolibrary.org/obo/GO_0016174	http://purl.obolibrary.org/obo/UPHENO_0048678
http://purl.obolibrary.org/obo/GO_0050174	http://purl.obolibrary.org/obo/UPHENO_0048679
http://purl.obolibrary.org/obo/GO_0004418	http://purl.obolibrary.org/obo/UPHENO_0048680
http://purl.obolibrary.org/obo/GO_0097621	http://purl.obolibrary.org/obo/UPHENO_0048681
http://purl.obolibrary.org/obo/GO_0070547	http://purl.obolibrary.org/obo/UPHENO_0048682
http://purl.obolibrary.org/obo/GO_0003824	http://purl.obolibrary.org/obo/UPHENO_0048683
http://purl.obolibrary.org/obo/GO_0016829	http://purl.obolibrary.org/obo/UPHENO_0088425
http://purl.obolibrary.org/obo/GO_0004197	http://purl.obolibrary.org/obo/UPHENO_0048685
http://purl.obolibrary.org/obo/GO_0004711	http://purl.obolibrary.org/obo/UPHENO_0080006
http://purl.obolibrary.org/obo/GO_0004707	http://purl.obolibrary.org/obo/UPHENO_0080005
http://purl.obolibrary.org/obo/GO_0032451	http://purl.obolibrary.org/obo/UPHENO_0088426
http://purl.obolibrary.org/obo/GO_0016491	http://purl.obolibrary.org/obo/UPHENO_0088427
http://purl.obolibrary.org/obo/GO_0016740	http://purl.obolibrary.org/obo/UPHENO_0088428
http://purl.obolibrary.org/obo/GO_0009975	http://purl.obolibrary.org/obo/UPHENO_0088429
http://purl.obolibrary.org/obo/GO_0016787	http://purl.obolibrary.org/obo/UPHENO_0088430
http://purl.obolibrary.org/obo/GO_0016853	http://purl.obolibrary.org/obo/UPHENO_0088431
http://purl.obolibrary.org/obo/GO_0016874	http://purl.obolibrary.org/obo/UPHENO_0088432
http://purl.obolibrary.org/obo/GO_0061783	http://purl.obolibrary.org/obo/UPHENO_0088433
http://purl.obolibrary.org/obo/GO_0004708	http://purl.obolibrary.org/obo/UPHENO_0048684
http://purl.obolibrary.org/obo/GO_0005096	http://purl.obolibrary.org/obo/UPHENO_0089347
http://purl.obolibrary.org/obo/GO_0005085	http://purl.obolibrary.org/obo/UPHENO_0083282
http://purl.obolibrary.org/obo/GO_0004383	http://purl.obolibrary.org/obo/UPHENO_0083283
http://purl.obolibrary.org/obo/GO_0047555	http://purl.obolibrary.org/obo/UPHENO_0083284
http://purl.obolibrary.org/obo/GO_0004672	http://purl.obolibrary.org/obo/UPHENO_0083285
http://purl.obolibrary.org/obo/GO_0045499	http://purl.obolibrary.org/obo/UPHENO_0083286
http://purl.obolibrary.org/obo/GO_0005542	http://purl.obolibrary.org/obo/UPHENO_0083287
http://purl.obolibrary.org/obo/GO_0004115	http://purl.obolibrary.org/obo/UPHENO_0083288
http://purl.obolibrary.org/obo/GO_0004016	http://purl.obolibrary.org/obo/UPHENO_0083289
http://purl.obolibrary.org/obo/GO_0031545	http://purl.obolibrary.org/obo/UPHENO_0089348
http://purl.obolibrary.org/obo/GO_0005515	http://purl.obolibrary.org/obo/UPHENO_0083290
http://purl.obolibrary.org/obo/GO_0004713	http://purl.obolibrary.org/obo/UPHENO_0089349
http://purl.obolibrary.org/obo/GO_0004725	http://purl.obolibrary.org/obo/UPHENO_0089350
http://purl.obolibrary.org/obo/GO_0004129	http://purl.obolibrary.org/obo/UPHENO_0083291
http://purl.obolibrary.org/obo/GO_0016791	http://purl.obolibrary.org/obo/UPHENO_0089351
http://purl.obolibrary.org/obo/GO_0004407	http://purl.obolibrary.org/obo/UPHENO_0083292
http://purl.obolibrary.org/obo/GO_0030552	http://purl.obolibrary.org/obo/UPHENO_0083293
http://purl.obolibrary.org/obo/GO_0019887	http://purl.obolibrary.org/obo/UPHENO_0089352
http://purl.obolibrary.org/obo/GO_0003723	http://purl.obolibrary.org/obo/UPHENO_0080855
http://purl.obolibrary.org/obo/GO_0004568	http://purl.obolibrary.org/obo/UPHENO_0080856
