cell	compared_cell	location	defined_class
http://purl.obolibrary.org/obo/CL_0000787	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080876
http://purl.obolibrary.org/obo/CL_0000972	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080878
http://purl.obolibrary.org/obo/CL_0000813	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080880
http://purl.obolibrary.org/obo/CL_0000909	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080881
http://purl.obolibrary.org/obo/CL_0000907	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080882
http://purl.obolibrary.org/obo/CL_0000909	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080883
http://purl.obolibrary.org/obo/CL_0000816	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080884
http://purl.obolibrary.org/obo/CL_0000624	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080887
http://purl.obolibrary.org/obo/CL_0000980	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080888
http://purl.obolibrary.org/obo/CL_0000799	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080889
http://purl.obolibrary.org/obo/CL_0000912	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080890
http://purl.obolibrary.org/obo/CL_0011025	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080892
http://purl.obolibrary.org/obo/CL_0000799	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080893
http://purl.obolibrary.org/obo/CL_0000912	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080894
http://purl.obolibrary.org/obo/CL_0000798	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080895
http://purl.obolibrary.org/obo/CL_0000788	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080899
http://purl.obolibrary.org/obo/CL_0000787	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080901
http://purl.obolibrary.org/obo/CL_0011025	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080908
http://purl.obolibrary.org/obo/CL_0001044	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080909
http://purl.obolibrary.org/obo/CL_0000798	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080910
http://purl.obolibrary.org/obo/CL_0000980	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080911
http://purl.obolibrary.org/obo/CL_0001044	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080912
http://purl.obolibrary.org/obo/CL_0000845	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080914
http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080919
http://purl.obolibrary.org/obo/CL_0001050	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080921
http://purl.obolibrary.org/obo/CL_0001050	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080924
http://purl.obolibrary.org/obo/CL_0000898	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080931
http://purl.obolibrary.org/obo/CL_0000845	http://purl.obolibrary.org/obo/CL_0000236	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080932
http://purl.obolibrary.org/obo/CL_0000813	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080933
http://purl.obolibrary.org/obo/CL_0000816	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080935
http://purl.obolibrary.org/obo/CL_0000898	http://purl.obolibrary.org/obo/CL_0000084	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080937
http://purl.obolibrary.org/obo/CL_0000897	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080938
http://purl.obolibrary.org/obo/CL_0000818	http://purl.obolibrary.org/obo/CL_0000000	http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/UPHENO_0080941
