defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/ZP_0015495	posterior lateral line ganglion size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001314	posterior lateral line ganglion
http://purl.obolibrary.org/obo/ZP_0019633	posterior lateral line primordium size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001157	posterior lateral line primordium
http://purl.obolibrary.org/obo/ZP_0013806	prechordal plate size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000060	prechordal plate
http://purl.obolibrary.org/obo/ZP_0015077	primary posterior lateral line primordium size, abnormal	http://purl.obolibrary.org/obo/ZFA_0005115	primary posterior lateral line primordium
http://purl.obolibrary.org/obo/ZP_0102934	pronephric duct size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000150	pronephric duct
http://purl.obolibrary.org/obo/ZP_0106442	pronephric glomerular capsule size, abnormal	http://purl.obolibrary.org/obo/ZFA_0005310	pronephric glomerular capsule
http://purl.obolibrary.org/obo/ZP_0003917	pupil size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001283	pupil
http://purl.obolibrary.org/obo/ZP_0139975	red sensitive photoreceptor cell size, abnormal	http://purl.obolibrary.org/obo/ZFA_0009224	red sensitive photoreceptor cell
http://purl.obolibrary.org/obo/ZP_0100622	regenerating fin size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001269	regenerating fin
http://purl.obolibrary.org/obo/ZP_0015543	retina size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0139976	retinal cone cell size, abnormal	http://purl.obolibrary.org/obo/ZFA_0009262	retinal cone cell
http://purl.obolibrary.org/obo/ZP_0104593	sagitta size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000676	sagitta
http://purl.obolibrary.org/obo/ZP_0015029	scale size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000277	scale
http://purl.obolibrary.org/obo/ZP_0014344	shield size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000071	shield
http://purl.obolibrary.org/obo/ZP_0142800	slow muscle cell size, abnormal	http://purl.obolibrary.org/obo/ZFA_0009116	slow muscle cell
http://purl.obolibrary.org/obo/ZP_0013809	somite 10 size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000974	somite 10
http://purl.obolibrary.org/obo/ZP_0013810	somite 6 size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000982	somite 6
http://purl.obolibrary.org/obo/ZP_0013807	somite 7 size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000733	somite 7
http://purl.obolibrary.org/obo/ZP_0013808	somite 8 size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000858	somite 8
http://purl.obolibrary.org/obo/ZP_0013811	somite 9 size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000983	somite 9
http://purl.obolibrary.org/obo/ZP_0001641	somite size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0141222	tectal neuropile size, abnormal	http://purl.obolibrary.org/obo/ZFA_0005907	tectal neuropile
http://purl.obolibrary.org/obo/ZP_0014251	tectal ventricle size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000159	tectal ventricle
http://purl.obolibrary.org/obo/ZP_0017536	telencephalon size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000079	telencephalon
http://purl.obolibrary.org/obo/ZP_0140572	testis size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000598	testis
http://purl.obolibrary.org/obo/ZP_0143413	thoracic duct size, abnormal	http://purl.obolibrary.org/obo/ZFA_0005110	thoracic duct
http://purl.obolibrary.org/obo/ZP_0102097	thyroid follicle size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001072	thyroid follicle
http://purl.obolibrary.org/obo/ZP_0101654	trabecular layer of ventricle size, abnormal	http://purl.obolibrary.org/obo/ZFA_0005060	trabecular layer of ventricle
http://purl.obolibrary.org/obo/ZP_0145526	trigeminal ganglion size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000295	trigeminal ganglion
http://purl.obolibrary.org/obo/ZP_0016088	trunk musculature size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000473	trunk musculature
http://purl.obolibrary.org/obo/ZP_0016293	ventral hyoid arch size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001402	ventral hyoid arch
http://purl.obolibrary.org/obo/ZP_0015335	ventral mandibular arch size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001273	ventral mandibular arch
http://purl.obolibrary.org/obo/ZP_0139773	ventricular system size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001261	ventricular system
http://purl.obolibrary.org/obo/ZP_0020792	vertebra size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001189	vertebra
http://purl.obolibrary.org/obo/ZP_0013010	whole organism size, abnormal	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
