defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/MP_0000623	decreased salivation	http://purl.obolibrary.org/obo/GO_0046541	saliva secretion
http://purl.obolibrary.org/obo/MP_0020870	decreased thigmotaxis	http://purl.obolibrary.org/obo/NBO_0000381	thigmotaxis
http://purl.obolibrary.org/obo/MP_0002757	decreased vertical activity	http://purl.obolibrary.org/obo/NBO_0000448	vertical activity
http://purl.obolibrary.org/obo/MP_0030978	impaired binding of sperm to zona pellucida	http://purl.obolibrary.org/obo/GO_0007339	binding of sperm to zona pellucida
http://purl.obolibrary.org/obo/MP_0001729	impaired embryo implantation	http://purl.obolibrary.org/obo/GO_0007566	embryo implantation
http://purl.obolibrary.org/obo/MP_0000242	impaired fertilization	http://purl.obolibrary.org/obo/GO_0009566	fertilization
http://purl.obolibrary.org/obo/MP_0030973	impaired gluconeogenesis	http://purl.obolibrary.org/obo/GO_0006094	gluconeogenesis
http://purl.obolibrary.org/obo/MP_0006325	impaired hearing	http://purl.obolibrary.org/obo/GO_0007605	sensory perception of sound
http://purl.obolibrary.org/obo/MP_0003356	impaired luteinization	http://purl.obolibrary.org/obo/GO_0001553	luteinization
http://purl.obolibrary.org/obo/MP_0001602	impaired myelopoiesis	http://purl.obolibrary.org/obo/GO_0030099	myeloid cell differentiation
http://purl.obolibrary.org/obo/MP_0008544	impaired olfaction	http://purl.obolibrary.org/obo/GO_0007608	sensory perception of smell
http://purl.obolibrary.org/obo/MP_0001129	impaired ovarian folliculogenesis	http://purl.obolibrary.org/obo/GO_0001541	ovarian follicle development
http://purl.obolibrary.org/obo/MP_0002796	impaired skin barrier function	http://purl.obolibrary.org/obo/GO_0033561	regulation of water loss via skin
http://purl.obolibrary.org/obo/MP_0030976	impaired sperm penetration of zona pellucida	http://purl.obolibrary.org/obo/GO_0007341	penetration of zona pellucida
http://purl.obolibrary.org/obo/MP_0030977	impaired sperm-egg recognition	http://purl.obolibrary.org/obo/GO_0035036	sperm-egg recognition
http://purl.obolibrary.org/obo/MP_0001522	impaired swimming	http://purl.obolibrary.org/obo/NBO_0000371	aquatic locomotion
http://purl.obolibrary.org/obo/MP_0001792	impaired wound healing	http://purl.obolibrary.org/obo/GO_0042060	wound healing
http://purl.obolibrary.org/obo/MP_0003620	oliguria	http://purl.obolibrary.org/obo/GO_0060073	micturition
http://purl.obolibrary.org/obo/MP_0001732	postnatal growth retardation	http://purl.obolibrary.org/obo/GO_0040007	growth
http://purl.obolibrary.org/obo/MP_0003423	reduced thrombolysis	http://purl.obolibrary.org/obo/GO_0042730	fibrinolysis
http://purl.obolibrary.org/obo/MP_0000424	retarded hair growth	http://purl.obolibrary.org/obo/GO_0042640	anagen
http://purl.obolibrary.org/obo/MP_0003238	slow REM	http://purl.obolibrary.org/obo/NBO_0000159	rapid eye movement sleep
http://purl.obolibrary.org/obo/MP_0011614	slow aging	http://purl.obolibrary.org/obo/GO_0007568	aging
